FID,OBJECTID,SHAPE,KRANKENHAUS_BEZEICHNUNG,ABTEILUNG,BEZEICHNUNG,WEBLINK1,ADRESSE,BEZIRK,TELEFON,SE_ANNO_CAD_DATA
AMBULANZOGD.520,520,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Gynäkologische Ambulanz,Ambulanz für plastische-rekonstruktive Gynäkologie,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2932,"3., Juchgasse 25",3,(+43 1) 711 65-4741,
AMBULANZOGD.521,521,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Gynäkologische Ambulanz,Dysplasieambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=681,"3., Juchgasse 25",3,(+43 1) 711 65-4741,
AMBULANZOGD.522,522,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Gynäkologische Ambulanz,Gynäkoonkologische Erstvorstellungs- und Nachsorgeambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=682,"3., Juchgasse 25",3,(+43 1) 711 65-4741,
AMBULANZOGD.523,523,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Gynäkologische Ambulanz,Senologische Ambulanz im interdisziplinären Brustgesundheitszentrum der KAR,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1557,"3., Juchgasse 25",3,(+43 1) 711 65-4741,
AMBULANZOGD.524,524,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Gynäkologische Ambulanz,Urogynäkologische Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=680,"3., Juchgasse 25",3,(+43 1) 711 65-4741,
AMBULANZOGD.525,525,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Schwangerenambulanz,CTG- Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3238,"3., Juchgasse 25",3,(+43 1) 711 65-4712,
AMBULANZOGD.526,526,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Geburtshilfliche und Gynäkologische Abteilung<br />Schwangerenambulanz,Ultraschallambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3243,"3., Juchgasse 25",3,(+43 1) 711 65-4712,
AMBULANZOGD.527,527,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurochirurgische Abteilung<br />Neurochirurgische Allgemeine Ambulanz,"Funktionelle Neurochirurgie (Schmerzpumpen, Elektroden)",http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2798,"3., Juchgasse 25",3,(+43 1) 711 65-4311,
AMBULANZOGD.528,528,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurochirurgische Abteilung<br />Neurochirurgische Allgemeine Ambulanz,Neurovaskuläre Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=53,"3., Juchgasse 25",3,(+43 1) 711 65-4311,
AMBULANZOGD.529,529,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurochirurgische Abteilung<br />Neurochirurgische Allgemeine Ambulanz,Spezielle Wirbelsäulenambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=54,"3., Juchgasse 25",3,(+43 1) 711 65-4311,
AMBULANZOGD.530,530,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurochirurgische Abteilung<br />Neurochirurgische Allgemeine Ambulanz,Tumorambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2799,"3., Juchgasse 25",3,(+43 1) 711 65-4311,
AMBULANZOGD.531,531,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurologische Abteilung<br />Neurologische Ambulanz,Ambulanz für cerebrovaskuläre Erkrankungen,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2175,"3., Juchgasse 25",3,"(+43 1) 711 65-2011, - 2012",
AMBULANZOGD.532,532,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurologische Abteilung<br />Neurologische Ambulanz,Epilepsieambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2177,"3., Juchgasse 25",3,"(+43 1) 711 65-2011, - 2012",
AMBULANZOGD.533,533,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurologische Abteilung<br />Neurologische Ambulanz,Kopfschmerzambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2178,"3., Juchgasse 25",3,"(+43 1) 711 65-2011, - 2012",
AMBULANZOGD.534,534,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurologische Abteilung<br />Neurologische Ambulanz,Multiple Sklerose Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2174,"3., Juchgasse 25",3,"(+43 1) 711 65-2011, - 2012",
AMBULANZOGD.535,535,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Neurologische Abteilung<br />Neurologische Ambulanz,Parkinsonambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2179,"3., Juchgasse 25",3,"(+43 1) 711 65-2011, - 2012",
AMBULANZOGD.536,536,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Andrologische Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=647,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.537,537,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Blasentumorambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=648,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.538,538,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Enuresisambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=649,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.539,539,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Hodentumorambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=650,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.540,540,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Kontinenz- und Stomaberatung,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=654,"3., Juchgasse 25",3,(+43 1) 711 65-1416,
AMBULANZOGD.541,541,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Prostatakarzinomambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=651,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.542,542,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Psychosomatik,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=652,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.543,543,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Steinzentrum (Nierenstein-Ambulanz),http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=653,"3., Juchgasse 25",3,(+43 1) 711 65-4824,
AMBULANZOGD.544,544,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,Urologische Abteilung<br />Urologische Ambulanz,Urodynamik,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=655,"3., Juchgasse 25",3,(+43 1) 711 65-4811,
AMBULANZOGD.545,545,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Ambulanz für strukturelle Herzerkrankungen,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=3312,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.546,546,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Herzrhythmusstörungen,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=1352,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.547,547,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Herzschrittmacherkontrolle,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=1353,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.548,548,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Hypertonie Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=3313,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.549,549,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",ICD Kontrolle,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=3315,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.550,550,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Kardiomyopathie,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=3311,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.551,551,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"3. Medizinische Abteilung mit Kardiologie mit Ambulanz, Pavillon 29<br />Spezialambulanzen der 3. Medizinischen Abteilung",Vitienambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=3314,"16., Montleartstraße 37",16,(+43 1) 491 50-2310,
AMBULANZOGD.552,552,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Allgemeine Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=765,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.553,553,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Brustambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=769,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.554,554,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Hernienambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=773,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.555,555,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Proctologische Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=772,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.556,556,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Refluxambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=767,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.557,557,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Allgemein- Viszeral- und Tumorchirurgie mit Ambulanz, Pavillon 28<br />2. Chirurgische Ambulanz",Schilddrüsenambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=775,"16., Montleartstraße 37",16,(+43 1) 491 50-4210,
AMBULANZOGD.558,558,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Ambulanz für Gastroenterologie,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=756,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.559,559,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Angiologisches Labor,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=757,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.560,560,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Gefäßchirurgische Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=758,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.561,561,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Hernien - Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=759,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.562,562,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Mamma - Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=760,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.563,563,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Notfallambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=761,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.564,564,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Proctologische Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=762,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.565,565,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Chirurgie mit Schwerpunkt Gefäßchirurgie - Vaskuläre und Endovaskuläre Chirurgie mit Ambulanz, Pav. 30B<br />1. Chirurgische Ambulanz",Struma - Ambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=763,"16., Montleartstraße 37",16,(+43 1) 491 50-4110,
AMBULANZOGD.566,566,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Plastische, Ästhetische und Rekonstruktive Chirurgie mit Ambulanz, Pavillon 20<br />Ambulanz der Abt. für Plastische und Wiederherstellungschirurgie",Ambulanz für Rekonstruktive und Ästhetische Chirurgie der Brust,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=789,"16., Montleartstraße 37",16,(+43 1) 491 50-4511,
AMBULANZOGD.567,567,POINT (16.30417940882522 48.210773467645055),Wilhelminenspital,"Abteilung für Plastische, Ästhetische und Rekonstruktive Chirurgie mit Ambulanz, Pavillon 20<br />Ambulanz der Abt. für Plastische und Wiederherstellungschirurgie",Chefambulanz,http://www.wienkav.at/kav/wil/Medstellen_Anzeigen.asp?id=787,"16., Montleartstraße 37",16,(+43 1) 491 50-4501,
AMBULANZOGD.461,461,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,"Ambulanz für die operative Behandlung von Erkrankungen der Leber, Galle und Bauchspeicheldrüse",http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3340,"3., Juchgasse 25",3,(+43 1) 711 65-4152,
AMBULANZOGD.462,462,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Ambulanz für die operative Behandlung von Erkrankungen des Dick- und Enddarmes,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3341,"3., Juchgasse 25",3,(+43 1) 711 65-4152,
AMBULANZOGD.463,463,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Chirurgische Nachsorgeambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=623,"3., Juchgasse 25",3,(+43 1) 711 65-4107,
AMBULANZOGD.464,464,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Gefäßambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1414,"3., Juchgasse 25",3,(+43 1) 711 65-4152,
AMBULANZOGD.465,465,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Inkontinenzambulanz und Proktologische Ambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1413,"3., Juchgasse 25",3,(+43 1) 711 65-4152,
AMBULANZOGD.466,466,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Schilddrüsenambulanz (gemeinsam mit Inst. für Nuklearmedizin),http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1409,"3., Juchgasse 25",3,(+43 1) 711 65-4152,
AMBULANZOGD.467,467,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,1. Chirurgische Abteilung<br />Chirurgische Ambulanz / Notfallambulanz,Wundambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1405,"3., Juchgasse 25",3,(+43 1) 711 65-4155,
AMBULANZOGD.468,468,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Adipositasambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3008,"3., Juchgasse 25",3,(+43 1) 711 65-2111 und 2110,
AMBULANZOGD.469,469,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Allgemeine Diabetesambulanz und Spezialambulanz für Gestationsdiabetes,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2196,"3., Juchgasse 25",3,(+43 1) 711 65-2112 und 2110,
AMBULANZOGD.470,470,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Diabetische Fußambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2195,"3., Juchgasse 25",3,(+43 1) 711 65-2111 und 2110,
AMBULANZOGD.471,471,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Endokrine Ambulanz (Hormonambulanz),http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=603,"3., Juchgasse 25",3,(+43 1) 711 65-2111 und 2110,
AMBULANZOGD.472,472,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Ernährungsberatung,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3011,"3., Juchgasse 25",3,(+43 1) 711 65-2136 und 2137,
AMBULANZOGD.473,473,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Spezialambulanz für Fettstoffwechselstörungen,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=3022,"3., Juchgasse 25",3,(+43 1) 711 65-2110 und 2112,
AMBULANZOGD.474,474,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Diabetesambulanz und 1. Medizinische Spezialambulanzen",Spezialambulanz für Typ 1 Diabetes (Nachmittagsambulanz),http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=602,"3., Juchgasse 25",3,(+43 1) 711 65-2112 und 2110,
AMBULANZOGD.475,475,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Nierenambulanz",Nephrologieambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=615,"3., Juchgasse 25",3,(+43 1) 711 65-2327,
AMBULANZOGD.476,476,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Nierenambulanz",Rheumaambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2810,"3., Juchgasse 25",3,(+43 1) 711 65-2327,
AMBULANZOGD.477,477,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,"1. Medizinische Abteilung mit Diabetologie, Endokrinologie und Nephrologie<br />Nierenambulanz",Transplantationsambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=616,"3., Juchgasse 25",3,(+43 1) 711 65-2327,
AMBULANZOGD.478,478,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,2. Medizinische Abteilung mit Kardiologie und internistischer Intensivmedizin<br />2. Medizinische Ambulanz,Echokardiographieambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=606,"3., Juchgasse 25",3,(+43 1) 711 65-2210,
AMBULANZOGD.479,479,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,2. Medizinische Abteilung mit Kardiologie und internistischer Intensivmedizin<br />2. Medizinische Ambulanz,Gefäßambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=1648,"3., Juchgasse 25",3,(+43 1) 711 65-2213,
AMBULANZOGD.480,480,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,2. Medizinische Abteilung mit Kardiologie und internistischer Intensivmedizin<br />2. Medizinische Ambulanz,Herzambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=2985,"3., Juchgasse 25",3,(+43 1) 711 65-2210,
AMBULANZOGD.481,481,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,2. Medizinische Abteilung mit Kardiologie und internistischer Intensivmedizin<br />2. Medizinische Ambulanz,Herzinsuffizienzambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=607,"3., Juchgasse 25",3,(+43 1) 711 65-2210,
AMBULANZOGD.482,482,POINT (16.390827972181082 48.196348761482355),Krankenanstalt Rudolfstiftung inklusive Standort Semmelweis Frauenklinik,2. Medizinische Abteilung mit Kardiologie und internistischer Intensivmedizin<br />2. Medizinische Ambulanz,Herzrhythmusambulanz,http://www.wienkav.at/kav/kar/Medstellen_Anzeigen.asp?id=609,"3., Juchgasse 25",3,(+43 1) 711 65-2216,
